Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Qtrly Revenue Growth,Gross Profit,EBITDA,Net Income Avl to Common,Diluted EPS,Qtrly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior month)
2007-12-13 06:45:38,1197508538.0,hrb,12.894318,17.4,119.818695,-39.03,6300000000.0,8050000000.000001,N/A,12.86,1.2,1.54,5.79,1.98,9.753,-14.9,16.56,6.72,26.43,4059999999.9999995,12.579,11.2,1510000000.0,825110000.0,382350000.0,-1.87,N/A,437670000.0,1.348,2180000000.0,2.016,0.613,3.332,-540850000.0,699930000.0,1.29,20.02,21.03,2190730.0,324630000.0,317630000.0,2.05,93.5,20560000.0,9.4,6.3,22240000.0
2008-12-30 21:24:47,1230652487.0,hrb,16.073755,4.94,73.62668599999998,29.4,7570000000.0,8500000000.0,32.32,11.81,1.14,1.68,8.83,1.94,8.761,5.2,18.72,8.17,63.91,4380000000.0,13.388,-1.5,1600000000.0,970530000.0,439990000.0,0.69,N/A,693630000.0,2.046,1840000000.0,2.207,1.089,2.459,489270000.0,1070000000.0000001,0.91,19.55,21.71,2789540.0,338940000.0,326720000.0,3.25,86.9,6430000.0,2.4,1.9,6160000.0
2010-01-25 04:20:24,1264373424.0,hrb,16.563164,-38.67,92.942543,19.98,7460000000.0,7160000000.0,15.25,12.08,1.14,1.87,7.1,1.76,6.821,12.11,23.2,11.34,54.37,4059999999.9999995,12.088,-7.2,1490000000.0,1050000000.0,517659999.99999994,1.46,N/A,1430000000.0,4.268,1140000000.0,N/A,0.966,3.192,904220000.0,1730000000.0,0.6,21.5,18.96,2912390.0,335540000.0,322010000.0,10.96,77.0,7550000.0,2.8,3.1,7320000.0
2011-05-22 13:11:31,1306050091.0,hrb,12.822803,-5.16,115.849831,0.85,4980000000.0,5280000000.0,11.81,10.14,1.18,1.32,6.03,1.39,5.67,11.58,21.87,7.84,51.43,3790000000.0,12.04,-8.9,1410000000.0,931140000.0,452110000.0,1.38,N/A,1470000000.0,4.8,1760000000.0,212.7,0.95,2.71,1730000000.0,1850000000.0,0.49,17.1,14.43,5646110.0,305250000.0,287920000.0,4.49,92.3,26370000.0,5.3,8.8,28820000.0
2011-07-12 15:03:37,1310463217.0,hrb,12.492857,7.41,114.498459,4.27,4810000000.0,4260000000.0,12.05,9.0,0.99,1.32,3.32,1.17,5.66,11.16,17.84,7.78,29.02,3640000000.0,11.77,-0.9,1360000000.0,752390000.0,418320000.0,1.31,-4.7,1680000000.0,5.49,1120000000.0,77.06,1.12,4.75,512500000.0,365640000.0,0.47,15.94,15.27,4460050.0,305380000.0,288000000.0,4.49,92.3,22970000.0,6.3,7.7,23410000.0
2011-09-11 00:07:05,1315679825.0,hrb,10.408072,32.13,101.009605,26.43,4010000000.0,4080000000.0,11.16,7.55,0.86,1.14,3.37,1.12,5.33,9.96,18.24,9.49,33.08,3630000000.0,11.89,-2.6,1360000000.0,764410000.0,372420000.0,1.18,N/A,1010000000.0,3.31,1080000000.0,87.15,1.04,4.04,466200000.0,155870000.0,0.47,14.17,15.68,4017540.0,305770000.0,285170000.0,4.49,92.3,18030000.0,5.2,5.9,17430000.0
2011-11-14 20:47:23,1321283843.0,hrb,12.515531,20.12,109.888077,12.18,4760000000.0,4930000000.0,13.25,8.9,0.95,1.34,3.94,1.36,6.45,9.96,18.24,9.49,33.08,3630000000.0,11.89,-2.6,1360000000.0,764410000.0,372420000.0,1.18,N/A,1010000000.0,3.31,1080000000.0,87.15,1.04,4.04,466200000.0,155870000.0,0.49,14.49,15.07,3918010.0,305770000.0,285090000.0,4.49,92.3,16680000.0,5.2,N/A,19660000.0
2013-05-15 01:18:56,1368560936.0,hrb,24.726854,-0.12,150.336792,15.08,7610000000.0,8490000000.0,21.91,14.78,1.42,2.88,11.82,3.26,12.64,13.64,22.09,8.2,51.06,2610000000.0,9.37,-30.5,1580000000.0,671830000.0,367440000.0,1.27,N/A,418390000.0,1.54,1330000000.0,209.75,0.84,2.33,432890000.0,-417290000.0,0.97,28.2,23.19,3866980.0,272320000.0,248840000.0,0.18,84.6,6610000.0,2.1,2.4,8470000.0
2003-11-24 19:40:58,1069683058.0,hrl,5.154827,14.1,78.941956,14.05,3710000000.0,4010000000.0,20.33,17.82,2.13,0.92,3.1,0.99,10.34,4.51,7.42,8.19,16.02,3910000000.0,29.209,N/A,962850000.0,387690000.0,183380000.0,1.316,N/A,138780000.0,1.0,420820000.0,0.35,2.071,8.67,N/A,N/A,0.151,24.27,22.9,312545.0,138540000.0,73800000.0,46.73,27.24,1180000.0,3.844,1.6,1300000.0
2003-12-15 02:08:18,1071434298.0,hrl,4.94665,16.94,80.444672,14.41,3630000000.0,3920000000.0,19.71,15.16,1.72,0.86,2.91,0.93,9.85,4.42,7.39,8.14,15.74,3910000000.0,30.07,N/A,962850000.0,398430000.0,185780000.0,1.328,N/A,97980000.0,0.71,395270000.0,0.316,1.864,8.97,N/A,N/A,0.2,25.28,23.22,278409.0,138540000.0,73800000.0,46.73,27.24,1180000.0,3.844,1.6,1300000.0
2004-09-28 12:58:06,1096356486.0,hrl,5.114301,24.64,84.538719,11.53,3670000000.0,3850000000.0,15.99,15.73,1.86,0.8,2.68,0.84,8.13,5.04,8.26,9.61,17.98,4600000000.0,32.769,N/A,1010000000.0,473610000.0,232180000.0,1.652,N/A,243600000.0,1.76,388000000.0,0.283,2.195,9.87,N/A,N/A,0.146,27.96,28.5,314863.0,138760000.0,74400000.0,46.38,26.84,454000.0,1.802,0.61,554000.0
2004-11-28 16:09:01,1101638341.0,hrl,5.964928,7.73,90.176239,8.48,4260000000.0,4410000000.0,18.59,16.43,1.84,0.89,3.12,0.92,9.31,4.85,8.26,9.48,17.63,4780000000.0,34.101,N/A,1010000000.0,473610000.0,231660000.0,1.653,N/A,243600000.0,1.76,388000000.0,0.283,2.195,9.87,N/A,N/A,0.142,27.95,28.93,323227.0,138760000.0,74400000.0,46.38,27.07,825000.0,4.533,1.11,684000.0
2005-01-22 07:25:39,1106358939.0,hrl,6.075871,8.85,89.400307,9.77,4300000000.0,4380000000.0,18.86,16.32,1.8,0.9,3.1,0.92,9.27,4.85,7.89,9.41,17.41,4780000000.0,34.101,N/A,1120000000.0,472090000.0,231660000.0,1.653,N/A,288880000.0,2.09,377270000.0,0.27,2.217,10.017,N/A,N/A,0.213,30.02,29.24,273045.0,137920000.0,74300000.0,46.2,27.62,413000.0,1.163,0.56,825000.0
2005-03-29 07:30:34,1112061634.0,hrl,5.9550160000000005,10.96,89.559296,13.56,4240000000.0,4510000000.0,17.58,15.89,1.8,0.87,2.95,0.92,9.11,4.97,8.07,9.75,17.83,4920000000.0,35.1,N/A,1120000000.0,494600000.0,244310000.0,1.75,N/A,145210000.0,1.05,377260000.0,0.26,1.931,10.498,N/A,N/A,0.182,31.19,29.46,323227.0,138180000.0,74400000.0,46.16,29.63,1240000.0,3.557,1.66,856000.0
2005-04-11 23:56:01,1113243961.0,hrl,5.933573,13.0,90.758255,10.86,4210000000.0,4490000000.0,17.44,15.61,1.7,0.87,2.93,0.91,9.07,4.97,8.07,9.75,17.83,4920000000.0,35.1,N/A,1120000000.0,494600000.0,244310000.0,1.75,N/A,145210000.0,1.05,377260000.0,0.26,1.931,10.498,N/A,N/A,0.221,31.28,29.49,316727.0,138180000.0,74400000.0,46.16,27.18,1240000.0,3.557,1.66,856000.0
2006-06-23 02:06:42,1151008602.0,hrl,7.288075,3.36,97.760231,23.2,5040000000.0,5350000000.0,18.92,16.84,1.89,0.9,2.98,0.95,9.501,4.8,7.65,9.81,16.86,5610000000.0,40.712,4.3,1280000000.0,563210000.0,269430000.0,1.93,20.2,120640000.0,0.875,396170000.0,0.233,1.886,12.35,401820000.0,154110000.0,0.05,34.74,33.86,406734.0,137850000.0,72940000.0,48.19,29.5,1080000.0,3.0,0.8,912480.0
2007-04-10 09:28:53,1176177533.0,hrl,7.505174,14.47,115.196281,-4.24,5110000000.0,5330000000.0,17.71,15.58,1.68,0.88,2.72,0.91,9.029,5.01,7.91,9.89,16.53,5830000000.0,42.348,6.2,1380000000.0,590340000.0,292190000.0,2.09,8.7,138830000.0,1.007,356380000.0,0.189,2.107,13.651,376020000.0,205890000.0,0.21,37.04,37.1,227011.0,137910000.0,72970000.0,46.73,28.2,419400.0,1.6,0.3,558710.0
2009-01-12 23:59:13,1231784953.0,hrl,6.382078,28.54,71.955048,33.74,4130000000.0,4390000000.0,14.74,12.27,1.54,0.61,2.04,0.65,6.901,4.23,7.54,9.08,14.67,6750000000.0,49.903,11.8,1520000000.0,635610000.0,285500000.0,2.08,-33.0,154780000.0,1.151,450000000.0,0.224,1.841,14.924,271620000.0,186260000.0,0.66,29.11,32.76,745872.0,134530000.0,69580000.0,47.85,29.4,2150000.0,2.3,1.6,2210000.0
2013-05-18 11:29:19,1368856759.0,hrl,19.460936,16.58,151.07888799999995,14.92,11310000000.0,10350000000.0,22.96,18.81,1.94,1.36,3.85,1.25,12.2,6.04,8.78,10.25,17.86,8310000000.000001,31.53,3.8,1330000000.0,847940000.0,501370000.0,1.86,1.0,887680000.0,3.35,250000000.0,8.52,3.26,11.06,507430000.0,355950000.0,0.48,41.28,35.95,907056.0,264870000.0,134190000.0,49.29,33.3,6510000.0,6.9,4.9,6870000.0
2004-08-10 05:14:48,1092095088.0,hrs,16.599173999999998,57.67,81.99430100000002,16.07,3050000000.0,2810000000.0,24.35,16.89,1.26,1.21,2.36,1.11,10.62,4.99,8.31,5.76,10.04,2520000000.0,37.647,N/A,517100000.0,264399999.99999997,125700000.0,1.88,N/A,643600000.0,9.67,411300000.0,0.322,2.848,19.316999,N/A,N/A,0.233,47.22,44.28,356090.0,66540000.00000001,66200000.0,0.52,91.62,1180000.0,2.874,1.79,747000.0
2005-01-13 13:27:41,1105603061.0,hrs,20.698112,65.62,90.04336500000002,11.33,3860000000.0,3700000000.0,27.92,18.73,1.31,1.46,2.9,1.4,12.99,5.31,8.75,6.4,11.04,2640000000.0,38.749,N/A,630300000.0,285300000.0,140300000.0,2.066,N/A,562800000.0,8.41,408900000.0,0.308,3.011,19.882,N/A,N/A,0.227,63.4,52.41,502727.0,66890000.0,66500000.0,0.58,90.58,2130000.0,4.292,3.2,2750000.0
